bootstrap_draw,total_event_copies,captured__primary_31_60__multi_horizon,captured__primary_31_60__direct_60_day,capture_rate_difference__primary_31_60,captured__secondary_1_60__multi_horizon,captured__secondary_1_60__direct_60_day,capture_rate_difference__secondary_1_60
2395,731,276,208,0.09302325581395349,447,297,0.20519835841313266
2396,774,305,231,0.09560723514211888,511,328,0.23643410852713176
2397,649,242,215,0.04160246533127887,438,311,0.19568567026194145
2398,647,251,190,0.09428129829984544,411,271,0.21638330757341573
2399,685,265,200,0.09489051094890516,427,306,0.17664233576642335
2400,737,285,206,0.10719131614654004,480,303,0.2401628222523745
2401,688,261,207,0.07848837209302328,414,285,0.18749999999999994
2402,684,274,206,0.09941520467836257,444,283,0.23538011695906436
2403,681,240,209,0.04552129221732748,396,288,0.158590308370044
2404,724,258,190,0.09392265193370164,425,245,0.24861878453038677
2405,667,270,202,0.10194902548725637,458,295,0.24437781109445272
2406,756,293,222,0.0939153439153439,497,324,0.2288359788359789
2407,671,224,191,0.049180327868852514,383,268,0.17138599105812224
2408,742,300,230,0.09433962264150941,484,312,0.2318059299191375
2409,704,290,225,0.09232954545454547,450,312,0.19602272727272724
2410,621,239,215,0.03864734299516909,399,290,0.17552334943639286
2411,744,283,224,0.07930107526881719,469,313,0.2096774193548387
2412,652,273,186,0.1334355828220859,413,262,0.23159509202453987
2413,736,256,216,0.054347826086956486,463,320,0.19429347826086957
2414,722,282,231,0.0706371191135734,450,318,0.18282548476454297
2415,752,287,239,0.06382978723404259,502,327,0.23271276595744678
2416,703,281,212,0.0981507823613087,454,286,0.2389758179231864
2417,738,284,211,0.09891598915989158,459,290,0.22899728997289975
2418,736,261,203,0.07880434782608697,478,288,0.2581521739130435
2419,776,286,220,0.08505154639175261,520,295,0.2899484536082474
2420,600,235,176,0.09833333333333333,376,225,0.2516666666666667
2421,699,250,193,0.08154506437768239,425,276,0.2131616595135909
2422,624,215,186,0.046474358974358976,372,276,0.15384615384615385
2423,737,267,213,0.07327001356852103,463,312,0.20488466757123475
2424,676,243,173,0.1035502958579882,408,252,0.23076923076923073
2425,771,302,253,0.06355382619974059,481,347,0.17380025940337224
2426,718,279,212,0.0933147632311978,444,301,0.1991643454038997
2427,700,288,211,0.10999999999999999,477,311,0.2371428571428571
2428,640,223,194,0.04531250000000003,368,287,0.12656249999999997
2429,636,254,214,0.06289308176100633,398,293,0.16509433962264147
2430,738,278,213,0.08807588075880757,468,298,0.23035230352303526
2431,746,270,191,0.1058981233243968,476,266,0.2815013404825737
2432,698,260,216,0.0630372492836676,419,289,0.1862464183381089
2433,816,313,244,0.0845588235294118,539,317,0.27205882352941174
2434,683,252,203,0.0717423133235725,427,280,0.2152269399707174
2435,630,258,196,0.0984126984126984,425,275,0.23809523809523814
2436,647,254,230,0.037094281298299836,415,285,0.20092735703245757
2437,711,247,186,0.08579465541490855,451,268,0.2573839662447257
2438,754,291,230,0.0809018567639257,477,337,0.18567639257294427
2439,774,286,231,0.07105943152454786,512,329,0.23643410852713181
2440,752,273,211,0.08244680851063829,489,298,0.25398936170212766
2441,752,267,214,0.07047872340425532,456,304,0.20212765957446815
2442,737,270,181,0.12075983717774763,470,260,0.28493894165535955
2443,676,272,218,0.07988165680473375,445,294,0.22337278106508873
2444,658,224,182,0.06382978723404253,404,275,0.196048632218845
2445,782,290,224,0.0843989769820972,520,320,0.2557544757033248
2446,619,247,211,0.05815831987075931,391,284,0.172859450726979
2447,701,263,217,0.06562054208273893,443,312,0.18687589158345225
2448,729,288,210,0.10699588477366251,453,280,0.23731138545953356
2449,647,241,192,0.07573415765069552,378,260,0.1823802163833076
2450,730,253,191,0.08493150684931511,447,280,0.22876712328767124
2451,664,251,216,0.052710843373493965,411,278,0.20030120481927716
2452,685,272,216,0.08175182481751825,435,301,0.19562043795620437
2453,674,262,202,0.08902077151335308,438,286,0.2255192878338279
2454,654,246,203,0.06574923547400613,405,281,0.18960244648318036
2455,641,246,188,0.09048361934477384,443,256,0.29173166926677063
2456,532,212,167,0.08458646616541349,325,243,0.15413533834586463
2457,708,273,195,0.11016949152542377,445,270,0.24717514124293782
2458,611,254,192,0.10147299509001634,377,266,0.1816693944353519
2459,703,270,213,0.08108108108108109,446,307,0.19772403982930298
2460,707,277,205,0.1018387553041018,464,308,0.22065063649222066
2461,726,294,227,0.09228650137741046,464,322,0.19559228650137744
2462,712,278,240,0.05337078651685395,497,339,0.2219101123595505
2463,656,237,188,0.07469512195121952,398,263,0.20579268292682923
2464,669,265,210,0.08221225710014946,422,307,0.17189835575485796
2465,722,268,210,0.08033240997229918,465,317,0.20498614958448746
2466,804,302,238,0.07960199004975127,540,347,0.24004975124378114
2467,762,283,204,0.10367454068241466,464,291,0.22703412073490814
2468,768,268,203,0.08463541666666663,486,302,0.23958333333333331
2469,745,262,174,0.11812080536912753,463,251,0.2845637583892618
2470,741,270,210,0.08097165991902833,465,303,0.21862348178137658
2471,688,254,200,0.07848837209302323,422,280,0.20639534883720928
2472,701,260,197,0.08987161198288163,417,279,0.1968616262482168
2473,734,278,198,0.10899182561307902,436,270,0.22615803814713897
2474,654,245,193,0.07951070336391436,398,266,0.20183486238532117
2475,649,233,182,0.07858243451463792,415,253,0.24961479198767328
2476,657,270,204,0.1004566210045662,436,278,0.2404870624048706
2477,626,262,215,0.07507987220447282,388,291,0.15495207667731625
2478,714,277,199,0.1092436974789916,452,297,0.2170868347338935
2479,756,279,218,0.0806878306878307,507,301,0.27248677248677244
2480,717,254,190,0.08926080892608085,445,287,0.22036262203626222
2481,694,262,186,0.10951008645533145,430,252,0.2564841498559078
2482,763,290,217,0.09567496723460023,488,309,0.2346002621231979
2483,711,296,224,0.10126582278481011,485,314,0.2405063291139241
2484,725,296,209,0.12000000000000005,473,311,0.22344827586206895
2485,710,269,215,0.07605633802816902,436,307,0.1816901408450704
2486,766,300,227,0.09530026109660578,482,319,0.21279373368146215
2487,742,293,260,0.0444743935309973,452,349,0.13881401617250672
2488,722,261,214,0.06509695290858725,454,296,0.21883656509695287
2489,683,260,203,0.08345534407027821,444,297,0.21522693997071746
2490,664,274,214,0.09036144578313254,438,314,0.18674698795180722
2491,664,250,182,0.10240963855421686,442,259,0.27560240963855415
2492,758,281,214,0.08839050131926124,525,313,0.2796833773087072
2493,787,297,229,0.08640406607369755,470,298,0.21855146124523506
2494,752,301,229,0.0957446808510638,469,302,0.2220744680851064
2495,712,257,192,0.0912921348314607,413,271,0.199438202247191
2496,708,291,217,0.10451977401129947,451,282,0.23870056497175146
2497,692,274,218,0.0809248554913295,445,301,0.20809248554913296
2498,610,239,188,0.0836065573770492,375,255,0.19672131147540983
2499,627,247,203,0.07017543859649122,397,290,0.17065390749601278
2500,708,257,194,0.08898305084745767,427,275,0.21468926553672318
2501,708,242,180,0.08757062146892658,453,287,0.23446327683615814
2502,663,258,215,0.06485671191553544,412,299,0.17043740573152338
2503,664,245,192,0.07981927710843373,393,270,0.18524096385542171
2504,740,277,230,0.06351351351351353,484,333,0.20405405405405402
2505,662,239,195,0.06646525679758308,434,275,0.24018126888217523
2506,655,253,199,0.08244274809160307,424,284,0.2137404580152672
2507,723,263,194,0.0954356846473029,462,293,0.23374827109266938
2508,665,298,213,0.12781954887218044,447,307,0.21052631578947367
2509,703,250,214,0.05120910384068278,441,305,0.19345661450924612
2510,701,255,188,0.09557774607703279,462,278,0.26248216833095583
2511,691,253,203,0.0723589001447178,407,288,0.1722141823444283
2512,728,288,232,0.07692307692307693,451,312,0.19093406593406598
2513,818,312,234,0.09535452322738386,561,331,0.2811735941320293
2514,693,252,215,0.05339105339105338,405,301,0.15007215007215002
2515,691,259,198,0.0882778581765557,455,270,0.26772793053545585
2516,632,244,213,0.04905063291139239,392,303,0.14082278481012656
2517,686,285,203,0.11953352769679298,477,307,0.24781341107871724
2518,637,244,186,0.09105180533751961,413,262,0.23704866562009425
2519,772,279,222,0.0738341968911917,493,316,0.22927461139896377
2520,689,258,206,0.07547169811320753,429,285,0.2089985486211901
2521,708,264,203,0.08615819209039549,439,276,0.23022598870056493
2522,698,261,212,0.07020057306590255,436,283,0.21919770773638964
2523,735,285,219,0.0897959183673469,490,328,0.2204081632653061
2524,708,273,184,0.12570621468926557,456,270,0.2627118644067796
2525,793,300,213,0.10970996216897855,507,323,0.2320302648171501
2526,706,274,227,0.06657223796033995,452,312,0.19830028328611898
2527,703,278,211,0.09530583214793742,439,308,0.18634423897581792
2528,633,245,209,0.056872037914691975,391,276,0.18167456556082145
2529,733,276,204,0.09822646657571626,459,288,0.233287858117326
2530,736,271,201,0.09510869565217389,477,303,0.23641304347826086
2531,651,242,215,0.04147465437788023,401,312,0.1367127496159754
2532,701,274,218,0.07988587731811703,446,299,0.20970042796005706
2533,612,239,192,0.07679738562091504,386,256,0.21241830065359474
2534,676,268,194,0.10946745562130178,434,267,0.24704142011834312
2535,618,237,198,0.06310679611650483,404,278,0.2038834951456311
2536,651,262,204,0.08909370199692784,416,278,0.21198156682027647
2537,790,308,224,0.10632911392405064,498,299,0.2518987341772152
2538,694,258,188,0.10086455331412109,416,258,0.22766570605187314
2539,705,275,221,0.07659574468085106,480,315,0.23404255319148937
2540,654,252,206,0.07033639143730891,403,266,0.20948012232415908
2541,723,275,215,0.0829875518672199,454,305,0.20608575380359612
2542,636,244,186,0.09119496855345915,429,270,0.25
2543,697,252,210,0.06025824964131998,426,302,0.17790530846484937
2544,727,272,233,0.053645116918844604,471,327,0.19807427785419535
2545,754,288,232,0.07427055702917768,485,321,0.2175066312997348
2546,768,282,217,0.08463541666666669,522,292,0.2994791666666667
2547,724,270,228,0.058011049723756924,450,314,0.18784530386740333
2548,702,273,189,0.11965811965811968,460,276,0.26210826210826216
2549,697,260,206,0.07747489239598282,424,292,0.1893830703012912
2550,589,222,187,0.05942275042444822,377,256,0.2054329371816639
2551,789,312,229,0.10519645120405574,502,317,0.23447401774397975
2552,656,242,177,0.09908536585365851,417,254,0.2484756097560975
2553,686,245,185,0.08746355685131196,421,269,0.22157434402332354
2554,770,312,240,0.09350649350649354,537,349,0.24415584415584413
2555,690,269,234,0.050724637681159424,446,336,0.15942028985507245
2556,705,266,207,0.08368794326241136,467,287,0.2553191489361702
2557,708,283,216,0.09463276836158191,446,301,0.20480225988700568
2558,664,254,210,0.06626506024096385,401,289,0.16867469879518066
2559,728,260,193,0.09203296703296704,464,275,0.2596153846153846
2560,664,233,176,0.08584337349397586,394,239,0.2334337349397591
2561,752,291,242,0.06515957446808512,448,312,0.18085106382978722
2562,624,232,210,0.03525641025641024,393,308,0.13621794871794868
2563,633,245,201,0.06951026856240128,400,285,0.1816745655608215
2564,667,259,215,0.06596701649175413,432,301,0.19640179910044975
2565,769,305,232,0.09492847854356307,509,331,0.23146944083224963
2566,762,295,225,0.0918635170603675,498,302,0.25721784776902884
2567,636,255,210,0.07075471698113212,425,302,0.19339622641509435
2568,780,293,231,0.07948717948717948,524,339,0.23717948717948711
2569,763,295,216,0.10353866317169069,478,311,0.21887287024901703
2570,714,285,217,0.09523809523809529,448,295,0.2142857142857143
2571,648,244,179,0.10030864197530864,376,253,0.18981481481481483
2572,665,258,213,0.06766917293233082,438,286,0.22857142857142854
2573,643,254,215,0.06065318818040433,383,295,0.13685847589424566
2574,698,249,195,0.07736389684813755,435,291,0.20630372492836674
2575,789,291,210,0.1026615969581749,521,302,0.2775665399239543
2576,742,275,208,0.09029649595687333,441,307,0.18059299191374661
2577,779,287,200,0.11168164313222079,529,290,0.30680359435173304
2578,654,250,203,0.07186544342507645,429,300,0.19724770642201828
2579,703,265,236,0.04125177809388336,433,313,0.1706970128022759
2580,652,247,211,0.05521472392638033,424,292,0.20245398773006135
2581,678,267,198,0.10176991150442477,411,278,0.19616519174041303
2582,681,274,199,0.1101321585903084,439,290,0.21879588839941266
2583,767,308,244,0.08344198174706646,516,340,0.22946544980443284
2584,772,279,201,0.10103626943005184,497,293,0.2642487046632124
2585,637,284,225,0.09262166405023547,423,320,0.16169544740973318
2586,712,256,208,0.06741573033707865,434,298,0.19101123595505615
2587,681,269,211,0.08516886930983847,450,279,0.2511013215859031
2588,805,306,244,0.0770186335403727,543,341,0.25093167701863356
2589,672,252,206,0.06845238095238093,417,286,0.19494047619047622
2590,659,255,181,0.11229135053110778,410,236,0.26403641881638845
2591,613,239,182,0.09298531810766719,415,254,0.26264274061990217
2592,760,289,255,0.044736842105263186,493,353,0.18421052631578944
2593,642,254,180,0.11526479750778817,398,257,0.21962616822429903
2594,817,321,242,0.09669522643818851,549,335,0.26193390452876375
2595,651,245,197,0.07373271889400923,408,263,0.22273425499231947
2596,655,250,196,0.08244274809160307,416,268,0.22595419847328246
2597,788,312,228,0.10659898477157365,545,330,0.27284263959390864
2598,702,286,215,0.10113960113960113,468,302,0.23646723646723644
2599,743,280,216,0.08613728129205922,494,298,0.2637954239569314
2600,747,295,223,0.09638554216867473,479,314,0.22088353413654616
2601,681,267,196,0.1042584434654919,461,285,0.2584434654919237
2602,629,225,176,0.07790143084260731,398,268,0.2066772655007949
2603,647,271,219,0.08037094281298302,418,294,0.19165378670788247
2604,718,279,207,0.10027855153203347,523,293,0.3203342618384401
2605,647,228,174,0.08346213292117466,370,250,0.18547140649149918
2606,660,286,250,0.054545454545454564,448,322,0.19090909090909097
2607,661,267,189,0.11800302571860816,419,269,0.22692889561270801
2608,673,236,179,0.08469539375928675,419,273,0.21693907875185736
2609,691,263,210,0.07670043415340089,425,300,0.1808972503617945
2610,711,271,193,0.10970464135021102,462,268,0.2728551336146272
2611,701,271,195,0.10841654778887305,441,277,0.2339514978601997
2612,684,272,218,0.0789473684210526,454,293,0.2353801169590643
2613,709,272,224,0.06770098730606489,464,290,0.2454160789844852
2614,732,274,209,0.08879781420765032,450,293,0.2144808743169399
2615,671,256,201,0.08196721311475408,410,299,0.16542473919523104
2616,745,277,234,0.05771812080536909,479,309,0.22818791946308725
2617,646,246,185,0.09442724458204338,401,257,0.22291021671826622
2618,753,256,198,0.07702523240371845,448,282,0.22045152722443562
2619,698,271,200,0.10171919770773641,452,295,0.2249283667621777
2620,664,272,201,0.10692771084337349,439,279,0.24096385542168675
2621,700,262,212,0.0714285714285714,441,291,0.2142857142857143
2622,784,300,220,0.10204081632653061,482,331,0.19260204081632654
2623,778,290,210,0.10282776349614398,533,309,0.28791773778920315
2624,667,243,200,0.0644677661169415,421,285,0.20389805097451275
2625,679,254,209,0.06627393225331368,440,294,0.21502209131075112
2626,695,277,207,0.10071942446043164,455,294,0.23165467625899283
2627,644,271,224,0.07298136645962733,441,313,0.19875776397515532
2628,689,250,199,0.07402031930333813,399,269,0.18867924528301888
2629,671,274,210,0.09538002980625931,425,273,0.2265275707898659
2630,682,267,208,0.08651026392961875,425,285,0.20527859237536655
2631,597,238,186,0.08710217755443883,390,280,0.18425460636515917
2632,726,260,184,0.1046831955922865,453,269,0.2534435261707989
2633,741,278,220,0.07827260458839402,484,315,0.22807017543859642
2634,692,252,188,0.09248554913294799,410,256,0.22254335260115604
2635,731,283,202,0.11080711354309164,462,285,0.24213406292749662
2636,752,285,221,0.08510638297872342,452,310,0.18882978723404253
2637,722,280,228,0.07202216066481998,473,320,0.2119113573407202
2638,708,233,189,0.062146892655367214,449,290,0.2245762711864407
2639,638,237,176,0.09561128526645768,375,255,0.18808777429467088
2640,727,299,200,0.1361760660247593,515,313,0.27785419532324623
2641,699,277,216,0.08726752503576535,449,280,0.24177396280400565
2642,689,278,216,0.08998548621190133,426,306,0.17416545718432508
2643,719,293,236,0.07927677329624477,470,322,0.20584144645340752
2644,681,244,189,0.08076358296622616,426,274,0.22320117474302492
2645,776,277,200,0.09922680412371138,505,294,0.2719072164948454
2646,693,278,221,0.08225108225108224,463,315,0.21356421356421357
2647,688,261,199,0.09011627906976744,415,271,0.20930232558139533
2648,699,259,205,0.07725321888412012,421,288,0.19027181688125894
2649,642,244,183,0.09501557632398755,400,249,0.23520249221183798
2650,684,262,201,0.08918128654970758,421,259,0.23684210526315785
2651,702,267,201,0.09401709401709402,472,261,0.30056980056980054
2652,721,265,190,0.10402219140083219,494,279,0.2981969486823856
2653,688,262,200,0.09011627906976744,445,288,0.22819767441860467
2654,794,279,212,0.08438287153652396,499,327,0.21662468513853905
2655,729,258,187,0.09739368998628256,447,288,0.21810699588477367
2656,745,283,238,0.06040268456375836,476,329,0.1973154362416108
2657,737,286,233,0.07191316146540028,485,321,0.2225237449118046
2658,701,263,214,0.06990014265335237,450,307,0.2039942938659059
2659,697,286,224,0.08895265423242471,480,317,0.2338593974175036
2660,691,269,221,0.06946454413892911,436,304,0.19102749638205502
2661,622,208,175,0.05305466237942119,371,259,0.18006430868167206
2662,601,242,182,0.09983361064891844,377,286,0.151414309484193
2663,711,240,196,0.06188466947960619,459,284,0.24613220815752462
2664,839,288,231,0.06793802145411204,509,299,0.2502979737783075
2665,682,281,220,0.0894428152492669,435,314,0.1774193548387097
2666,664,241,167,0.11144578313253012,395,243,0.22891566265060237
2667,705,273,232,0.058156028368794355,416,333,0.11773049645390066
2668,645,252,205,0.07286821705426355,410,284,0.19534883720930235
2669,696,260,222,0.05459770114942525,457,313,0.20689655172413796
2670,679,245,193,0.07658321060382917,390,284,0.15611192930780554
2671,645,247,207,0.06201550387596899,422,326,0.14883720930232558
2672,662,263,209,0.081570996978852,435,306,0.19486404833836862
2673,669,266,211,0.08221225710014951,428,279,0.2227204783258595
2674,696,286,219,0.09626436781609199,446,291,0.22270114942528735
2675,629,238,197,0.06518282988871227,410,269,0.22416534181240066
2676,684,280,236,0.06432748538011696,445,324,0.1769005847953216
2677,706,275,208,0.09490084985835695,459,297,0.22946175637393768
2678,812,282,222,0.07389162561576357,488,311,0.2179802955665025
2679,676,237,190,0.06952662721893493,434,276,0.23372781065088755
2680,629,211,181,0.04769475357710651,356,267,0.14149443561208264
2681,728,281,221,0.08241758241758246,472,294,0.24450549450549453
2682,703,254,215,0.055476529160739696,444,303,0.2005689900426742
2683,624,255,187,0.10897435897435898,393,265,0.20512820512820512
2684,654,272,229,0.06574923547400613,428,308,0.1834862385321101
2685,675,240,161,0.11703703703703705,425,236,0.28
2686,659,270,212,0.08801213960546284,441,300,0.21396054628224587
2687,724,275,224,0.07044198895027626,435,306,0.17817679558011057
2688,697,262,197,0.09325681492109039,448,257,0.2740315638450502
2689,765,255,218,0.04836601307189542,500,319,0.23660130718954248
2690,710,277,219,0.08169014084507042,448,310,0.19436619718309867
2691,687,271,208,0.09170305676855894,464,295,0.24599708879184862
2692,667,271,209,0.09295352323838085,458,284,0.2608695652173913
2693,716,286,233,0.07402234636871508,489,318,0.23882681564245806
2694,707,256,203,0.074964639321075,433,297,0.1923620933521924
2695,635,240,189,0.08031496062992127,376,287,0.14015748031496061
2696,718,270,182,0.1225626740947075,433,271,0.2256267409470752
2697,636,253,199,0.08490566037735853,401,278,0.19339622641509435
2698,738,275,215,0.08130081300813008,476,312,0.22222222222222215
2699,765,279,195,0.10980392156862745,462,283,0.2339869281045751
2700,754,298,229,0.09151193633952254,506,318,0.24933687002652521
2701,627,218,166,0.08293460925039875,346,232,0.18181818181818182
2702,757,306,211,0.12549537648612946,523,296,0.29986789960369875
2703,655,257,204,0.08091603053435115,401,292,0.166412213740458
2704,706,252,205,0.0665722379603399,419,285,0.18980169971671385
2705,640,244,193,0.07968749999999997,373,277,0.14999999999999997
2706,645,234,181,0.08217054263565893,397,256,0.2186046511627907
2707,609,221,164,0.09359605911330049,386,239,0.24137931034482757
2708,715,280,215,0.09090909090909094,474,295,0.2503496503496503
2709,665,257,233,0.036090225563909784,430,314,0.1744360902255639
2710,743,270,234,0.04845222072678329,449,338,0.14939434724091522
2711,672,269,195,0.11011904761904762,442,283,0.23660714285714285
2712,728,273,204,0.09478021978021978,446,290,0.21428571428571436
2713,681,250,187,0.09251101321585903,411,268,0.20998531571218798
2714,684,257,179,0.11403508771929827,436,252,0.2690058479532164
2715,667,239,188,0.07646176911544228,408,280,0.19190404797601202
2716,682,264,210,0.07917888563049852,440,289,0.22140762463343105
2717,727,277,211,0.0907840440165062,447,290,0.21595598349381012
2718,679,260,189,0.1045655375552283,408,260,0.21796759941089833
2719,706,267,221,0.06515580736543913,435,305,0.1841359773371105
2720,668,256,192,0.09580838323353297,402,288,0.17065868263473055
2721,707,268,224,0.06223479490806222,440,310,0.18387553041018384
2722,692,266,204,0.08959537572254334,435,287,0.2138728323699422
2723,722,265,237,0.038781163434903065,482,338,0.1994459833795013
2724,780,310,232,0.09999999999999998,501,324,0.22692307692307695
2725,631,240,200,0.06339144215530906,416,290,0.1996830427892235
2726,680,238,166,0.10588235294117646,415,250,0.24264705882352944
2727,653,220,180,0.06125574272588058,373,255,0.18070444104134759
2728,727,261,206,0.07565337001375516,459,290,0.23246217331499314
2729,662,277,207,0.10574018126888218,424,286,0.20845921450151056
2730,639,254,207,0.07355242566510173,420,293,0.1987480438184664
2731,660,257,200,0.08636363636363636,427,284,0.21666666666666667
2732,787,309,240,0.08767471410419314,519,332,0.23761118170266832
2733,642,249,205,0.06853582554517135,392,280,0.1744548286604361
2734,705,283,212,0.10070921985815606,449,295,0.21843971631205678
2735,796,279,205,0.09296482412060303,490,278,0.2663316582914572
2736,739,287,204,0.11231393775372123,502,289,0.2882273342354533
2737,727,281,210,0.09766162310866572,464,299,0.22696011004126543
2738,718,268,229,0.05431754874651812,468,327,0.1963788300835655
2739,681,247,191,0.08223201174743022,427,279,0.21732745961820849
2740,729,276,210,0.09053497942386829,467,286,0.24828532235939643
2741,765,292,225,0.0875816993464052,516,338,0.23267973856209156
2742,622,248,188,0.09646302250803862,417,277,0.22508038585209
2743,671,272,226,0.06855439642324884,433,309,0.18479880774962748
2744,728,289,219,0.09615384615384615,487,296,0.2623626373626373
2745,719,279,231,0.06675938803894299,457,331,0.17524339360222535
2746,636,237,181,0.08805031446540879,394,257,0.2154088050314465
2747,670,255,202,0.07910447761194028,420,289,0.1955223880597015
2748,685,265,213,0.07591240875912414,473,284,0.27591240875912404
2749,726,279,203,0.1046831955922865,458,294,0.22589531680440778
2750,567,238,177,0.10758377425044091,359,242,0.2063492063492064
2751,714,290,223,0.0938375350140056,508,328,0.2521008403361345
2752,654,255,214,0.06269113149847094,398,295,0.15749235474006124
2753,704,278,217,0.08664772727272729,470,277,0.27414772727272724
2754,703,270,209,0.08677098150782359,427,317,0.15647226173541967
2755,693,262,214,0.06926406926406925,451,296,0.22366522366522368
2756,684,266,188,0.11403508771929827,445,277,0.24561403508771923
2757,825,303,209,0.1139393939393939,536,302,0.2836363636363636
2758,682,243,199,0.06451612903225806,442,272,0.24926686217008798
2759,671,241,193,0.07153502235469444,443,281,0.24143070044709386
2760,673,253,203,0.07429420505200596,436,298,0.20505200594353645
2761,647,264,214,0.07727975270479137,432,293,0.21483771251932
2762,695,259,236,0.03309352517985609,434,325,0.15683453237410072
2763,706,282,225,0.08073654390934842,473,317,0.2209631728045326
2764,666,268,234,0.05105105105105101,427,314,0.16966966966966973
2765,722,282,205,0.10664819944598336,460,286,0.24099722991689754
2766,748,304,237,0.08957219251336901,479,335,0.1925133689839572
2767,800,301,222,0.09874999999999995,549,302,0.30875
2768,681,254,203,0.07488986784140972,419,286,0.19530102790014686
2769,573,220,194,0.04537521815008727,354,265,0.1553228621291448
2770,622,238,180,0.09324758842443731,386,259,0.20418006430868169
2771,686,254,186,0.0991253644314869,464,280,0.2682215743440233
2772,648,253,185,0.1049382716049383,410,266,0.22222222222222227
2773,638,220,176,0.06896551724137934,360,257,0.16144200626959243
2774,664,238,192,0.06927710843373497,404,304,0.15060240963855426
2775,646,259,206,0.08204334365325078,421,283,0.2136222910216718
2776,706,272,226,0.06515580736543908,433,313,0.16997167138810199
2777,714,267,179,0.12324929971988796,493,275,0.3053221288515406
2778,767,295,227,0.08865710560625817,482,312,0.2216427640156453
2779,676,277,216,0.0902366863905325,430,296,0.19822485207100593
2780,655,240,200,0.06106870229007633,419,275,0.21984732824427483
2781,682,273,221,0.07624633431085043,414,284,0.1906158357771261
2782,601,232,156,0.1264559068219634,375,223,0.2529118136439268
2783,691,252,192,0.08683068017366136,419,295,0.1794500723589002
2784,649,243,180,0.09707241910631742,376,244,0.20338983050847453
2785,748,280,207,0.09759358288770054,499,284,0.2874331550802139
2786,631,237,177,0.09508716323296351,368,260,0.17115689381933435
2787,741,291,202,0.12010796221322534,461,287,0.23481781376518218
2788,764,279,198,0.10602094240837695,473,305,0.2198952879581152
2789,729,275,206,0.09465020576131683,453,303,0.20576131687242794
2790,797,309,279,0.03764115432873277,516,366,0.18820577164366376
2791,711,277,203,0.1040787623066104,487,296,0.2686357243319269
2792,728,266,209,0.0782967032967033,466,277,0.2596153846153846
2793,707,280,230,0.07072135785007072,443,320,0.173974540311174
2794,691,289,228,0.0882778581765557,463,312,0.21852387843704774
2795,707,276,191,0.12022630834512021,492,273,0.3097595473833098
2796,634,242,199,0.06782334384858046,417,306,0.17507886435331232
2797,653,268,200,0.10413476263399696,403,285,0.18070444104134759
2798,654,260,194,0.10091743119266056,407,280,0.19418960244648314
2799,821,295,209,0.10475030450669914,540,324,0.26309378806333744
2800,795,280,194,0.1081761006289308,492,266,0.2842767295597484
2801,731,289,226,0.08618331053351569,474,305,0.23119015047879615
2802,667,253,200,0.07946026986506743,436,289,0.22038980509745126
2803,690,279,215,0.0927536231884058,470,312,0.22898550724637684
2804,687,264,181,0.12081513828238721,423,268,0.22561863173216884
2805,698,283,226,0.08166189111747851,442,315,0.18194842406876788
2806,753,298,232,0.08764940239043822,514,321,0.2563081009296148
2807,775,291,256,0.04516129032258065,472,360,0.14451612903225802
2808,626,249,169,0.12779552715654952,401,258,0.2284345047923323
2809,678,271,198,0.107669616519174,443,290,0.22566371681415937
2810,655,269,215,0.08244274809160307,429,287,0.21679389312977104
2811,740,286,237,0.0662162162162162,507,327,0.24324324324324326
2812,737,262,195,0.09090909090909088,463,285,0.24151967435549526
2813,647,269,193,0.11746522411128285,409,268,0.21792890262751163
2814,628,254,178,0.1210191082802548,404,259,0.23089171974522288
2815,742,296,220,0.10242587601078168,511,312,0.2681940700808625
2816,712,249,175,0.10393258426966293,424,263,0.226123595505618
2817,620,236,175,0.0983870967741935,399,241,0.25483870967741934
2818,735,276,188,0.1197278911564626,471,276,0.2653061224489796
2819,662,256,208,0.07250755287009064,416,272,0.21752265861027187
2820,685,256,214,0.061313868613138645,441,289,0.22189781021897814
2821,757,271,206,0.08586525759577274,474,309,0.2179656538969617
2822,650,250,211,0.06,393,289,0.16000000000000003
2823,621,253,215,0.06119162640901771,432,278,0.24798711755233493
2824,697,293,218,0.10760401721664276,461,316,0.2080344332855093
2825,768,290,247,0.05598958333333337,499,328,0.22265625000000006
2826,737,278,186,0.12483039348710989,474,268,0.2795115332428765
2827,617,221,202,0.030794165316045397,378,279,0.16045380875202597
2828,634,228,186,0.06624605678233436,381,288,0.1466876971608833
2829,734,269,219,0.0681198910081744,486,328,0.21525885558583108
2830,735,252,176,0.1034013605442177,460,249,0.2870748299319728
2831,706,273,219,0.07648725212464591,438,294,0.20396600566572232
2832,657,242,185,0.0867579908675799,433,282,0.22983257229832577
2833,708,264,223,0.057909604519774005,465,319,0.20621468926553677
2834,719,255,193,0.08623087621696801,438,269,0.23504867872044505
2835,798,296,216,0.10025062656641603,540,293,0.3095238095238095
2836,693,270,187,0.1197691197691198,453,282,0.24675324675324672
2837,656,241,203,0.05792682926829268,413,289,0.18902439024390238
2838,672,264,210,0.08035714285714285,429,286,0.212797619047619
2839,714,285,202,0.11624649859943981,456,296,0.22408963585434166
2840,630,253,185,0.10793650793650794,403,266,0.2174603174603174
2841,655,273,207,0.10076335877862597,427,279,0.22595419847328246
2842,727,268,212,0.07702888583218709,424,300,0.17056396148555708
